gene	cluster	centroid	is_representative
GMGC10.168_028_874.LDHA	98375	GMGC10.168_028_874.LDHA	yes
GMGC10.188_089_899.DDL	98376	GMGC10.188_089_899.DDL	yes
GMGC10.153_573_925.VANW	98377	GMGC10.153_573_925.VANW	yes
GMGC10.281_086_364.ARLR	98378	GMGC10.281_086_364.ARLR	yes
GMGC10.246_666_956.KDPE	98379	GMGC10.165_738_790.KDPE	no
GMGC10.165_738_790.KDPE	98379	GMGC10.165_738_790.KDPE	yes
GMGC10.071_300_572.VANW	98380	GMGC10.071_300_572.VANW	yes
GMGC10.217_922_766.BLA	98381	GMGC10.234_197_862.BLA	no
GMGC10.234_197_862.BLA	98381	GMGC10.234_197_862.BLA	yes
GMGC10.282_471_726.UNKNOWN	98382	GMGC10.282_471_726.UNKNOWN	yes
GMGC10.122_630_208.VANY	98383	GMGC10.122_630_208.VANY	yes
GMGC10.175_169_801.UNKNOWN	98384	GMGC10.175_169_801.UNKNOWN	yes
GMGC10.302_671_496.TETP	98385	GMGC10.302_671_496.TETP	yes
GMGC10.288_697_967.UNKNOWN	98386	GMGC10.288_697_967.UNKNOWN	yes
GMGC10.147_366_040.VANW	98387	GMGC10.147_366_040.VANW	yes
GMGC10.205_352_315.VANW	98388	GMGC10.205_352_315.VANW	yes
GMGC10.263_861_709.SP_0629	98389	GMGC10.263_861_709.SP_0629	yes
GMGC10.001_209_878.NIMA	98390	GMGC10.001_209_878.NIMA	yes
GMGC10.186_141_699.UNKNOWN	98391	GMGC10.186_141_699.UNKNOWN	yes
GMGC10.052_580_008.UNKNOWN	98392	GMGC10.052_580_008.UNKNOWN	yes
GMGC10.194_546_822.VANW	98393	GMGC10.194_546_822.VANW	yes
GMGC10.094_025_714.VATB	98394	GMGC10.094_025_714.VATB	yes
GMGC10.076_495_076.VATB	98395	GMGC10.076_495_076.VATB	yes
GMGC10.055_831_708.CAT	98396	GMGC10.055_831_708.CAT	yes
GMGC10.145_978_006.CAT	98397	GMGC10.145_978_006.CAT	yes
GMGC10.000_844_307.CAT	98398	GMGC10.000_844_307.CAT	yes
GMGC10.000_621_091.UNKNOWN	98399	GMGC10.000_621_091.UNKNOWN	yes
GMGC10.300_677_104.EVGA	98400	GMGC10.300_677_104.EVGA	yes
GMGC10.297_773_179.UNKNOWN	98401	GMGC10.297_773_179.UNKNOWN	yes
GMGC10.262_860_879.COBO	98402	GMGC10.249_896_274.COBO	no
GMGC10.249_896_274.COBO	98402	GMGC10.249_896_274.COBO	yes
GMGC10.167_680_826.VANX	98403	GMGC10.167_680_826.VANX	yes
GMGC10.207_763_224.CAT	98404	GMGC10.207_763_224.CAT	yes
GMGC10.212_020_017.CAT	98405	GMGC10.212_020_017.CAT	yes
GMGC10.253_776_114.UNKNOWN	98406	GMGC10.253_776_114.UNKNOWN	yes
GMGC10.256_442_970.VATB	98407	GMGC10.256_442_970.VATB	yes
GMGC10.256_560_933.CAT	98408	GMGC10.256_560_933.CAT	yes
GMGC10.053_430_687.CAT	98409	GMGC10.053_430_687.CAT	yes
GMGC10.250_516_653.VATB	98410	GMGC10.250_516_653.VATB	yes
GMGC10.253_018_543.UNKNOWN	98411	GMGC10.253_018_543.UNKNOWN	yes
GMGC10.181_536_831.CAT	98412	GMGC10.181_536_831.CAT	yes
GMGC10.001_527_103.CAT	98413	GMGC10.001_527_103.CAT	yes
GMGC10.253_337_356.VATB	98414	GMGC10.253_337_356.VATB	yes
GMGC10.176_856_564.UNKNOWN	98415	GMGC10.176_856_564.UNKNOWN	yes
GMGC10.135_242_721.COBO	98416	GMGC10.135_242_721.COBO	yes
GMGC10.282_451_483.CAT	98417	GMGC10.282_451_483.CAT	yes
GMGC10.102_917_920.VATB	98418	GMGC10.102_917_920.VATB	yes
GMGC10.263_652_939.CAT	98419	GMGC10.182_706_998.CAT	no
GMGC10.182_706_998.CAT	98419	GMGC10.182_706_998.CAT	yes
GMGC10.082_386_949.VATB	98420	GMGC10.082_386_949.VATB	yes
GMGC10.177_917_973.CAT	98421	GMGC10.177_917_973.CAT	yes
GMGC10.146_593_740.CAT	98422	GMGC10.146_593_740.CAT	yes
GMGC10.094_599_673.TTGR	98423	GMGC10.094_599_673.TTGR	yes
GMGC10.283_080_625.TTGR	98424	GMGC10.283_080_625.TTGR	yes
GMGC10.247_832_280.TTGR	98424	GMGC10.283_080_625.TTGR	no
GMGC10.048_028_889.CAT	98425	GMGC10.048_028_889.CAT	yes
GMGC10.226_148_093.AMPC	98426	GMGC10.226_148_093.AMPC	yes
GMGC10.283_030_416.AMPC	98427	GMGC10.283_030_416.AMPC	yes
GMGC10.205_247_605.CAT	98428	GMGC10.205_247_605.CAT	yes
GMGC10.254_769_842.VANX	98429	GMGC10.254_769_842.VANX	yes
GMGC10.184_803_040.CAT	98430	GMGC10.184_803_040.CAT	yes
GMGC10.209_408_567.CAT	98431	GMGC10.209_408_567.CAT	yes
GMGC10.185_062_501.CAT	98432	GMGC10.185_062_501.CAT	yes
GMGC10.301_854_553.CAT	98433	GMGC10.301_854_553.CAT	yes
GMGC10.177_509_157.CAT	98434	GMGC10.177_509_157.CAT	yes
GMGC10.052_852_852.CAT	98435	GMGC10.052_852_852.CAT	yes
GMGC10.051_198_757.CAT	98436	GMGC10.051_198_757.CAT	yes
GMGC10.190_742_806.UNKNOWN	98437	GMGC10.190_742_806.UNKNOWN	yes
GMGC10.201_928_652.YODJ	98438	GMGC10.201_928_652.YODJ	yes
GMGC10.281_283_808.CAT	98439	GMGC10.281_283_808.CAT	yes
GMGC10.052_475_110.CAT	98440	GMGC10.052_475_110.CAT	yes
GMGC10.176_703_591.CAT	98441	GMGC10.176_703_591.CAT	yes
GMGC10.192_227_428.CAT	98442	GMGC10.192_227_428.CAT	yes
GMGC10.297_523_687.CAT	98443	GMGC10.297_523_687.CAT	yes
GMGC10.297_488_828.CAT	98444	GMGC10.297_488_828.CAT	yes
GMGC10.282_272_316.EVGA	98445	GMGC10.282_272_316.EVGA	yes
GMGC10.052_291_083.TETR	98446	GMGC10.052_291_083.TETR	yes
GMGC10.054_979_816.CAT	98447	GMGC10.054_979_816.CAT	yes
GMGC10.263_410_355.CAT	98448	GMGC10.266_066_284.CAT	no
GMGC10.266_066_284.CAT	98448	GMGC10.266_066_284.CAT	yes
GMGC10.266_184_722.CAT	98448	GMGC10.266_066_284.CAT	no
GMGC10.149_682_805.CATB	98449	GMGC10.149_682_805.CATB	yes
GMGC10.266_616_328.CAT	98450	GMGC10.261_610_774.CAT	no
GMGC10.261_610_774.CAT	98450	GMGC10.261_610_774.CAT	yes
GMGC10.173_510_806.UNKNOWN	98451	GMGC10.173_510_806.UNKNOWN	yes
GMGC10.184_985_476.CAT	98452	GMGC10.264_776_588.CAT	no
GMGC10.264_776_588.CAT	98452	GMGC10.264_776_588.CAT	yes
GMGC10.256_692_471.CAT	98453	GMGC10.256_692_471.CAT	yes
GMGC10.266_782_558.CAT	98453	GMGC10.256_692_471.CAT	no
GMGC10.174_756_291.AACA-APHD	98454	GMGC10.174_756_291.AACA-APHD	yes
GMGC10.251_521_958.UNKNOWN	98455	GMGC10.251_521_958.UNKNOWN	yes
GMGC10.146_293_476.CAT	98456	GMGC10.146_293_476.CAT	yes
GMGC10.254_036_860.VANW	98457	GMGC10.254_036_860.VANW	yes
GMGC10.259_826_357.CAT	98458	GMGC10.259_826_357.CAT	yes
GMGC10.266_059_383.CAT	98459	GMGC10.266_059_383.CAT	yes
GMGC10.178_865_439.CAT	98460	GMGC10.178_865_439.CAT	yes
GMGC10.254_289_912.YKOG	98461	GMGC10.254_289_912.YKOG	yes
GMGC10.175_539_272.IRLR	98462	GMGC10.175_539_272.IRLR	yes
GMGC10.251_871_942.UNKNOWN	98463	GMGC10.251_871_942.UNKNOWN	yes
GMGC10.210_294_595.UNKNOWN	98464	GMGC10.210_294_595.UNKNOWN	yes
GMGC10.227_132_993.KDPE	98465	GMGC10.227_132_993.KDPE	yes
GMGC10.282_700_285.ERMA	98466	GMGC10.282_700_285.ERMA	yes
GMGC10.279_958_912.KDPE	98467	GMGC10.279_958_912.KDPE	yes
GMGC10.151_513_549.UNKNOWN	98468	GMGC10.305_224_223.UNKNOWN	no
GMGC10.305_224_223.UNKNOWN	98468	GMGC10.305_224_223.UNKNOWN	yes
GMGC10.269_224_670.MBL1	98469	GMGC10.269_224_670.MBL1	yes
GMGC10.176_255_572.YODJ	98470	GMGC10.176_255_572.YODJ	yes
GMGC10.301_491_917.VATB	98471	GMGC10.301_491_917.VATB	yes
GMGC10.301_407_161.CSSR	98472	GMGC10.301_407_161.CSSR	yes
GMGC10.162_063_906.AACC	98473	GMGC10.162_063_906.AACC	yes
GMGC10.253_112_279.CUTR	98474	GMGC10.253_112_279.CUTR	yes
GMGC10.220_923_159.BLA	98475	GMGC10.242_596_526.BLA	no
GMGC10.242_596_526.BLA	98475	GMGC10.242_596_526.BLA	yes
GMGC10.182_996_024.SP_0629	98476	GMGC10.182_996_024.SP_0629	yes
GMGC10.153_113_849.UNKNOWN	98477	GMGC10.153_113_849.UNKNOWN	yes
GMGC10.262_868_678.OMPR	98478	GMGC10.262_868_678.OMPR	yes
GMGC10.257_543_914.VANR	98479	GMGC10.257_543_914.VANR	yes
GMGC10.161_679_860.STRB	98480	GMGC10.161_679_860.STRB	yes
GMGC10.180_984_546.UNKNOWN	98481	GMGC10.180_984_546.UNKNOWN	yes
GMGC10.055_756_216.COBO	98482	GMGC10.055_756_216.COBO	yes
GMGC10.056_091_135.UNKNOWN	98483	GMGC10.056_091_135.UNKNOWN	yes
GMGC10.143_330_986.COBO	98484	GMGC10.143_330_986.COBO	yes
GMGC10.135_809_847.COBO	98484	GMGC10.143_330_986.COBO	no
GMGC10.210_466_273.VANX	98485	GMGC10.210_466_273.VANX	yes
GMGC10.125_646_864.UNKNOWN	98486	GMGC10.125_646_864.UNKNOWN	yes
GMGC10.270_972_472.UNKNOWN	98487	GMGC10.270_972_472.UNKNOWN	yes
GMGC10.037_517_027.DDPX	98488	GMGC10.037_517_027.DDPX	yes
GMGC10.022_142_557.YODJ	98489	GMGC10.022_142_557.YODJ	yes
GMGC10.016_288_143.VATB	98490	GMGC10.016_288_143.VATB	yes
GMGC10.036_379_911.VATB	98490	GMGC10.016_288_143.VATB	no
GMGC10.039_700_934.VATB	98491	GMGC10.039_700_934.VATB	yes
GMGC10.031_840_624.VATB	98491	GMGC10.039_700_934.VATB	no
GMGC10.024_931_028.VATB	98492	GMGC10.024_931_028.VATB	yes
GMGC10.041_329_609.VANX	98493	GMGC10.041_329_609.VANX	yes
GMGC10.153_124_905.VANX	98493	GMGC10.041_329_609.VANX	no
GMGC10.027_903_368.AACA-APHD	98494	GMGC10.027_903_368.AACA-APHD	yes
GMGC10.040_039_018.VATB	98495	GMGC10.040_039_018.VATB	yes
GMGC10.032_454_451.VATB	98496	GMGC10.032_454_451.VATB	yes
GMGC10.043_650_678.VATB	98497	GMGC10.043_650_678.VATB	yes
GMGC10.020_981_960.CAT	98498	GMGC10.020_981_960.CAT	yes
GMGC10.252_994_498.CAT	98498	GMGC10.020_981_960.CAT	no
GMGC10.025_732_332.AAC	98499	GMGC10.025_732_332.AAC	yes
GMGC10.042_266_275.UNKNOWN	98500	GMGC10.042_266_275.UNKNOWN	yes
GMGC10.031_791_947.COBO	98501	GMGC10.031_791_947.COBO	yes
GMGC10.012_365_775.COBO	98502	GMGC10.012_345_225.COBO	no
GMGC10.012_345_225.COBO	98502	GMGC10.012_345_225.COBO	yes
GMGC10.040_907_806.YODJ	98503	GMGC10.040_907_806.YODJ	yes
GMGC10.029_490_499.COBO	98504	GMGC10.029_490_499.COBO	yes
GMGC10.029_692_774.VATB	98505	GMGC10.029_692_774.VATB	yes
GMGC10.040_379_878.COBO	98506	GMGC10.040_379_878.COBO	yes
GMGC10.043_495_234.UNKNOWN	98507	GMGC10.043_495_234.UNKNOWN	yes
GMGC10.044_356_569.UNKNOWN	98508	GMGC10.044_356_569.UNKNOWN	yes
GMGC10.008_703_776.SCLAV_1099	98509	GMGC10.008_703_776.SCLAV_1099	yes
GMGC10.031_800_909.UNKNOWN	98510	GMGC10.031_800_909.UNKNOWN	yes
GMGC10.023_920_066.VATB	98511	GMGC10.023_920_066.VATB	yes
GMGC10.003_016_390.TTGR	98512	GMGC10.003_016_390.TTGR	yes
GMGC10.038_500_893.TTGR	98513	GMGC10.038_500_893.TTGR	yes
GMGC10.036_927_655.TTGR	98513	GMGC10.038_500_893.TTGR	no
GMGC10.008_542_718.TTGR	98513	GMGC10.038_500_893.TTGR	no
GMGC10.027_283_189.TTGR	98514	GMGC10.027_283_189.TTGR	yes
GMGC10.030_547_239.TTGR	98515	GMGC10.007_918_610.TTGR	no
GMGC10.007_918_610.TTGR	98515	GMGC10.007_918_610.TTGR	yes
GMGC10.030_864_925.TTGR	98515	GMGC10.007_918_610.TTGR	no
GMGC10.026_074_984.TTGR	98515	GMGC10.007_918_610.TTGR	no
GMGC10.032_343_773.TTGR	98515	GMGC10.007_918_610.TTGR	no
GMGC10.286_303_211.TTGR	98515	GMGC10.007_918_610.TTGR	no
GMGC10.279_260_506.TTGR	98515	GMGC10.007_918_610.TTGR	no
GMGC10.039_963_107.TTGR	98516	GMGC10.039_963_107.TTGR	yes
GMGC10.009_203_738.TTGR	98517	GMGC10.009_203_738.TTGR	yes
GMGC10.012_033_574.TTGR	98518	GMGC10.012_033_574.TTGR	yes
GMGC10.016_310_356.TTGR	98519	GMGC10.016_310_356.TTGR	yes
GMGC10.007_914_729.TTGR	98520	GMGC10.007_914_729.TTGR	yes
GMGC10.002_323_814.TTGR	98521	GMGC10.002_323_814.TTGR	yes
GMGC10.008_307_723.VATB	98522	GMGC10.008_307_723.VATB	yes
GMGC10.009_251_472.UNKNOWN	98523	GMGC10.009_251_472.UNKNOWN	yes
GMGC10.044_585_437.BAS0904	98524	GMGC10.045_891_285.BAS0904	no
GMGC10.045_891_285.BAS0904	98524	GMGC10.045_891_285.BAS0904	yes
GMGC10.007_966_241.VATB	98525	GMGC10.007_966_241.VATB	yes
GMGC10.024_477_417.YKOG	98526	GMGC10.024_477_417.YKOG	yes
GMGC10.031_112_597.SCLAV_5513	98527	GMGC10.031_112_597.SCLAV_5513	yes
GMGC10.023_838_142.TETR	98528	GMGC10.023_838_142.TETR	yes
GMGC10.021_173_576.UNKNOWN	98529	GMGC10.021_173_576.UNKNOWN	yes
GMGC10.004_814_252.EVGA	98530	GMGC10.004_814_252.EVGA	yes
GMGC10.030_069_785.AAC	98531	GMGC10.024_992_315.AAC	no
GMGC10.024_992_315.AAC	98531	GMGC10.024_992_315.AAC	yes
GMGC10.007_809_892.NFXB	98532	GMGC10.007_809_892.NFXB	yes
GMGC10.003_413_459.EMRE	98533	GMGC10.033_162_478.EMRE	no
GMGC10.033_162_478.EMRE	98533	GMGC10.033_162_478.EMRE	yes
GMGC10.041_215_976.VATB	98534	GMGC10.041_215_976.VATB	yes
GMGC10.024_222_990.COBO	98535	GMGC10.024_222_990.COBO	yes
GMGC10.020_011_140.AAC	98536	GMGC10.020_011_140.AAC	yes
GMGC10.045_082_423.VANX	98537	GMGC10.045_082_423.VANX	yes
GMGC10.038_375_942.UNKNOWN	98538	GMGC10.038_375_942.UNKNOWN	yes
GMGC10.021_716_188.ACRR	98539	GMGC10.021_716_188.ACRR	yes
GMGC10.005_773_198.VANW	98540	GMGC10.005_773_198.VANW	yes
GMGC10.187_786_695.UNKNOWN	98541	GMGC10.203_319_388.UNKNOWN	no
GMGC10.203_319_388.UNKNOWN	98541	GMGC10.203_319_388.UNKNOWN	yes
GMGC10.194_380_773.VANW	98542	GMGC10.194_380_773.VANW	yes
GMGC10.200_335_216.VANW	98543	GMGC10.200_335_216.VANW	yes
GMGC10.242_579_423.UNKNOWN	98544	GMGC10.242_579_423.UNKNOWN	yes
GMGC10.211_448_337.VANW	98545	GMGC10.211_448_337.VANW	yes
GMGC10.188_694_922.VANY	98546	GMGC10.188_694_922.VANY	yes
GMGC10.262_172_295.YODJ	98547	GMGC10.188_322_123.YODJ	no
GMGC10.188_322_123.YODJ	98547	GMGC10.188_322_123.YODJ	yes
GMGC10.292_047_779.SP_0629	98548	GMGC10.292_047_779.SP_0629	yes
GMGC10.200_003_286.NIMA	98549	GMGC10.200_003_286.NIMA	yes
GMGC10.269_577_544.VATB	98550	GMGC10.269_577_544.VATB	yes
GMGC10.115_640_214.UNKNOWN	98551	GMGC10.115_640_214.UNKNOWN	yes
GMGC10.253_685_866.UNKNOWN	98552	GMGC10.253_685_866.UNKNOWN	yes
GMGC10.050_032_830.UNKNOWN	98553	GMGC10.050_032_830.UNKNOWN	yes
GMGC10.175_002_985.UNKNOWN	98554	GMGC10.175_002_985.UNKNOWN	yes
GMGC10.053_549_105.UNKNOWN	98555	GMGC10.053_549_105.UNKNOWN	yes
GMGC10.116_463_415.UNKNOWN	98556	GMGC10.116_463_415.UNKNOWN	yes
GMGC10.185_801_271.UNKNOWN	98557	GMGC10.185_801_271.UNKNOWN	yes
GMGC10.282_921_007.CAT	98558	GMGC10.282_921_007.CAT	yes
GMGC10.182_038_958.ALR	98559	GMGC10.182_038_958.ALR	yes
GMGC10.167_959_029.UNKNOWN	98560	GMGC10.167_959_029.UNKNOWN	yes
GMGC10.154_789_652.UNKNOWN	98561	GMGC10.154_789_652.UNKNOWN	yes
GMGC10.137_940_717.VANW	98562	GMGC10.137_940_717.VANW	yes
GMGC10.057_182_436.MBL1	98563	GMGC10.057_182_436.MBL1	yes
GMGC10.054_657_186.ALR	98564	GMGC10.054_657_186.ALR	yes
GMGC10.168_792_680.BLA	98565	GMGC10.168_792_680.BLA	yes
GMGC10.196_766_335.VANW	98566	GMGC10.196_766_335.VANW	yes
GMGC10.154_917_707.UNKNOWN	98567	GMGC10.154_917_707.UNKNOWN	yes
GMGC10.165_829_616.UNKNOWN	98568	GMGC10.165_829_616.UNKNOWN	yes
GMGC10.241_820_399.STRB	98569	GMGC10.241_820_399.STRB	yes
GMGC10.181_431_835.VANW	98570	GMGC10.181_431_835.VANW	yes
GMGC10.196_274_618.UNKNOWN	98571	GMGC10.196_274_618.UNKNOWN	yes
GMGC10.152_792_934.UNKNOWN	98572	GMGC10.152_792_934.UNKNOWN	yes
GMGC10.298_567_033.UNKNOWN	98573	GMGC10.298_567_033.UNKNOWN	yes
GMGC10.208_797_235.VANW	98574	GMGC10.208_797_235.VANW	yes
GMGC10.196_102_477.VANW	98575	GMGC10.196_102_477.VANW	yes
GMGC10.178_455_862.VANW	98576	GMGC10.053_213_137.VANW	no
GMGC10.053_213_137.VANW	98576	GMGC10.053_213_137.VANW	yes
GMGC10.208_511_617.UNKNOWN	98577	GMGC10.208_511_617.UNKNOWN	yes
GMGC10.170_128_202.CUTR	98578	GMGC10.170_128_202.CUTR	yes
GMGC10.172_288_322.UNKNOWN	98579	GMGC10.172_288_322.UNKNOWN	yes
GMGC10.298_209_802.VANW	98580	GMGC10.298_209_802.VANW	yes
GMGC10.275_278_678.UNKNOWN	98581	GMGC10.273_458_267.UNKNOWN	no
GMGC10.273_458_267.UNKNOWN	98581	GMGC10.273_458_267.UNKNOWN	yes
GMGC10.270_128_046.UNKNOWN	98582	GMGC10.270_128_046.UNKNOWN	yes
GMGC10.000_571_685.UNKNOWN	98583	GMGC10.000_571_685.UNKNOWN	yes
GMGC10.208_046_291.VANW	98584	GMGC10.208_046_291.VANW	yes
GMGC10.102_120_042.VANY	98585	GMGC10.102_120_042.VANY	yes
GMGC10.149_539_822.DACB	98586	GMGC10.149_539_822.DACB	yes
GMGC10.074_749_239.VANY	98587	GMGC10.074_749_239.VANY	yes
GMGC10.283_225_597.YKOG	98588	GMGC10.283_225_597.YKOG	yes
GMGC10.282_697_284.VANW	98589	GMGC10.282_697_284.VANW	yes
GMGC10.165_772_401.VANY	98590	GMGC10.165_772_401.VANY	yes
GMGC10.156_881_064.YODJ	98591	GMGC10.156_301_211.UNKNOWN	no
GMGC10.156_301_211.UNKNOWN	98591	GMGC10.156_301_211.UNKNOWN	yes
GMGC10.191_381_357.YODJ	98592	GMGC10.191_381_357.YODJ	yes
GMGC10.258_063_627.UNKNOWN	98593	GMGC10.258_063_627.UNKNOWN	yes
GMGC10.251_547_532.VATB	98594	GMGC10.251_547_532.VATB	yes
GMGC10.051_157_973.VANR	98595	GMGC10.051_157_973.VANR	yes
GMGC10.265_795_533.UNKNOWN	98596	GMGC10.265_795_533.UNKNOWN	yes
GMGC10.146_542_299.UNKNOWN	98596	GMGC10.265_795_533.UNKNOWN	no
GMGC10.254_288_896.VATB	98597	GMGC10.254_288_896.VATB	yes
GMGC10.167_646_327.UNKNOWN	98598	GMGC10.152_043_833.UNKNOWN	no
GMGC10.162_756_020.UNKNOWN	98598	GMGC10.152_043_833.UNKNOWN	no
GMGC10.151_774_382.UNKNOWN	98598	GMGC10.152_043_833.UNKNOWN	no
GMGC10.170_774_930.UNKNOWN	98598	GMGC10.152_043_833.UNKNOWN	no
GMGC10.152_043_833.UNKNOWN	98598	GMGC10.152_043_833.UNKNOWN	yes
GMGC10.284_387_646.TETR	98599	GMGC10.284_387_646.TETR	yes
GMGC10.265_885_240.VANW	98600	GMGC10.265_885_240.VANW	yes
GMGC10.053_691_333.VANYB	98601	GMGC10.053_691_333.VANYB	yes
GMGC10.260_371_167.YODJ	98602	GMGC10.145_682_667.YODJ	no
GMGC10.145_682_667.YODJ	98602	GMGC10.145_682_667.YODJ	yes
GMGC10.184_386_273.UNKNOWN	98603	GMGC10.179_612_014.UNKNOWN	no
GMGC10.179_612_014.UNKNOWN	98603	GMGC10.179_612_014.UNKNOWN	yes
GMGC10.056_417_895.UNKNOWN	98603	GMGC10.179_612_014.UNKNOWN	no
GMGC10.250_429_727.VATB	98604	GMGC10.250_429_727.VATB	yes
GMGC10.050_434_791.UNKNOWN	98605	GMGC10.050_434_791.UNKNOWN	yes
GMGC10.285_523_893.UNKNOWN	98606	GMGC10.285_523_893.UNKNOWN	yes
GMGC10.210_609_447.UNKNOWN	98607	GMGC10.210_609_447.UNKNOWN	yes
GMGC10.252_166_152.TTGR	98608	GMGC10.252_166_152.TTGR	yes
GMGC10.281_800_329.TTGR	98608	GMGC10.252_166_152.TTGR	no
GMGC10.243_121_025.UNKNOWN	98609	GMGC10.243_121_025.UNKNOWN	yes
GMGC10.177_164_259.VANW	98610	GMGC10.177_164_259.VANW	yes
GMGC10.210_503_055.CAT	98611	GMGC10.210_503_055.CAT	yes
GMGC10.210_104_757.CAT	98612	GMGC10.210_104_757.CAT	yes
GMGC10.175_637_738.YODJ	98613	GMGC10.175_637_738.YODJ	yes
GMGC10.281_822_365.UNKNOWN	98614	GMGC10.281_822_365.UNKNOWN	yes
GMGC10.281_807_890.UNKNOWN	98615	GMGC10.281_807_890.UNKNOWN	yes
GMGC10.054_867_405.UNKNOWN	98616	GMGC10.054_867_405.UNKNOWN	yes
GMGC10.167_425_424.UNKNOWN	98617	GMGC10.167_425_424.UNKNOWN	yes
GMGC10.167_208_257.UNKNOWN	98618	GMGC10.167_208_257.UNKNOWN	yes
GMGC10.113_271_618.VATB	98619	GMGC10.113_271_618.VATB	yes
GMGC10.204_429_540.UNKNOWN	98620	GMGC10.204_429_540.UNKNOWN	yes
GMGC10.277_347_473.YODJ	98621	GMGC10.277_347_473.YODJ	yes
GMGC10.262_511_936.VANW	98622	GMGC10.262_511_936.VANW	yes
GMGC10.297_628_596.MBL1	98623	GMGC10.297_628_596.MBL1	yes
GMGC10.184_390_749.DDL	98624	GMGC10.184_390_749.DDL	yes
GMGC10.196_911_004.UNKNOWN	98625	GMGC10.196_911_004.UNKNOWN	yes
GMGC10.206_303_673.VATB	98626	GMGC10.206_303_673.VATB	yes
GMGC10.049_572_881.VATB	98627	GMGC10.049_572_881.VATB	yes
GMGC10.241_484_116.UNKNOWN	98628	GMGC10.241_484_116.UNKNOWN	yes
GMGC10.168_886_279.APH2	98629	GMGC10.168_886_279.APH2	yes
GMGC10.181_595_784.MBL1	98630	GMGC10.181_595_784.MBL1	yes
GMGC10.285_989_759.UNKNOWN	98631	GMGC10.285_989_759.UNKNOWN	yes
GMGC10.202_440_288.VANW	98632	GMGC10.202_440_288.VANW	yes
GMGC10.177_047_648.UNKNOWN	98633	GMGC10.177_047_648.UNKNOWN	yes
GMGC10.198_728_710.SP_0629	98634	GMGC10.190_678_642.SP_0629	no
GMGC10.197_785_081.SP_0629	98634	GMGC10.190_678_642.SP_0629	no
GMGC10.190_678_642.SP_0629	98634	GMGC10.190_678_642.SP_0629	yes
GMGC10.252_703_280.KDPE	98635	GMGC10.252_703_280.KDPE	yes
GMGC10.272_881_611.UNKNOWN	98636	GMGC10.272_881_611.UNKNOWN	yes
GMGC10.000_209_179.YQEG	98637	GMGC10.000_209_179.YQEG	yes
GMGC10.272_893_669.KDPE	98638	GMGC10.272_893_669.KDPE	yes
GMGC10.183_708_030.VANR	98639	GMGC10.183_708_030.VANR	yes
GMGC10.205_748_603.YODJ	98640	GMGC10.205_748_603.YODJ	yes
GMGC10.172_857_965.UNKNOWN	98641	GMGC10.171_338_987.UNKNOWN	no
GMGC10.171_338_987.UNKNOWN	98641	GMGC10.171_338_987.UNKNOWN	yes
GMGC10.171_354_211.UNKNOWN	98642	GMGC10.171_354_211.UNKNOWN	yes
GMGC10.233_592_216.PHOB	98643	GMGC10.233_592_216.PHOB	yes
GMGC10.182_848_585.UNKNOWN	98644	GMGC10.182_848_585.UNKNOWN	yes
GMGC10.298_983_736.TETP	98645	GMGC10.298_983_736.TETP	yes
GMGC10.207_449_752.SP_0629	98646	GMGC10.207_449_752.SP_0629	yes
GMGC10.178_473_662.HCAN_1026	98647	GMGC10.178_473_662.HCAN_1026	yes
GMGC10.141_103_189.COBO	98648	GMGC10.141_103_189.COBO	yes
GMGC10.065_222_448.VANY	98649	GMGC10.065_222_448.VANY	yes
GMGC10.032_149_549.VATB	98650	GMGC10.032_149_549.VATB	yes
GMGC10.017_059_049.VANX	98651	GMGC10.017_059_049.VANX	yes
GMGC10.032_654_560.VATB	98652	GMGC10.032_654_560.VATB	yes
GMGC10.043_257_811.VANW	98653	GMGC10.043_257_811.VANW	yes
GMGC10.022_745_674.COBO	98654	GMGC10.022_745_674.COBO	yes
GMGC10.024_225_512.CAT	98655	GMGC10.024_225_512.CAT	yes
GMGC10.041_157_062.VANX	98656	GMGC10.041_157_062.VANX	yes
GMGC10.026_355_248.VANX	98657	GMGC10.026_355_248.VANX	yes
GMGC10.042_764_730.VANX	98658	GMGC10.042_764_730.VANX	yes
GMGC10.016_466_017.VATB	98659	GMGC10.016_466_017.VATB	yes
GMGC10.026_352_026.UNKNOWN	98660	GMGC10.026_352_026.UNKNOWN	yes
GMGC10.008_534_580.COBO	98661	GMGC10.008_534_580.COBO	yes
GMGC10.008_460_176.COBO	98661	GMGC10.008_534_580.COBO	no
GMGC10.041_743_328.COBO	98662	GMGC10.041_743_328.COBO	yes
GMGC10.005_387_076.COBO	98662	GMGC10.041_743_328.COBO	no
GMGC10.045_412_745.AAC	98663	GMGC10.045_412_745.AAC	yes
GMGC10.008_031_788.COBO	98664	GMGC10.008_031_788.COBO	yes
GMGC10.015_422_018.COBO	98665	GMGC10.015_422_018.COBO	yes
GMGC10.015_411_636.COBO	98665	GMGC10.015_422_018.COBO	no
GMGC10.093_881_517.COBO	98665	GMGC10.015_422_018.COBO	no
GMGC10.005_432_426.COBO	98666	GMGC10.005_432_426.COBO	yes
GMGC10.045_896_712.COBO	98667	GMGC10.045_896_712.COBO	yes
GMGC10.043_225_185.COBO	98668	GMGC10.043_225_185.COBO	yes
GMGC10.046_227_739.COBO	98669	GMGC10.046_227_739.COBO	yes
