protein_id	cluster_90	cluster_95	cluster_975	cluster_98	cluster_99
rgi-card@@@ARO:3002218|ID:2006|Name:IMP-27|NCBI:JF894248.1	L.2494	L.2494.0	L.2494.0.0	L.2494.0.0.0	L.2494.0.0.0.0
rgi-card@@@ARO:3001523|ID:2007|Name:OXA-335|NCBI:KF203109.1	L.2034	L.2034.6	L.2034.6.0	L.2034.6.0.0	L.2034.6.0.0.1
rgi-card@@@ARO:3001185|ID:2008|Name:SHV-145|NCBI:JX013655.1	L.1490	L.1490.0	L.1490.0.0	L.1490.0.0.0	L.1490.0.0.0.0
rgi-card@@@ARO:3002606|ID:2009|Name:aadA6|NCBI:AM087411.1	L.739	L.739.2	L.739.2.0	L.739.2.0.0	L.739.2.0.0.1
rgi-card@@@ARO:3001988|ID:2010|Name:CTX-M-129|NCBI:JX017364.1	L.1737	L.1737.0	L.1737.0.0	L.1737.0.0.0	L.1737.0.0.0.4
rgi-card@@@ARO:3002773|ID:2011|Name:QnrB60|NCBI:AB734055.1	L.2636	L.2636.3	L.2636.3.0	L.2636.3.0.0	L.2636.3.0.0.1
rgi-card@@@ARO:3001361|ID:2012|Name:SHV-178|NCBI:KF705209.1	L.1490	L.1490.0	L.1490.0.2	L.1490.0.2.0	L.1490.0.2.0.0
rgi-card@@@ARO:3000603|ID:2013|Name:Erm(41)|NCBI:EU177504.3	L.2991	L.2991.0	L.2991.0.0	L.2991.0.0.1	L.2991.0.0.1.0
rgi-card@@@ARO:3002134|ID:2015|Name:DHA-3|NCBI:AY494945.1	L.1228	L.1228.0	L.1228.0.0	L.1228.0.0.0	L.1228.0.0.0.0
rgi-card@@@ARO:3001774|ID:2016|Name:OXA-370|NCBI:KF900153.1	L.2283	L.2283.0	L.2283.0.0	L.2283.0.0.0	L.2283.0.0.0.0
rgi-card@@@ARO:3001899|ID:2017|Name:CTX-M-37|NCBI:AY649755.2	L.1537	L.1537.0	L.1537.0.0	L.1537.0.0.0	L.1537.0.0.0.13
rgi-card@@@ARO:3002089|ID:2018|Name:CMY-76|NCBI:JQ733573.1	L.962	L.962.1	L.962.1.1	L.962.1.1.0	L.962.1.1.0.0
rgi-card@@@ARO:3001712|ID:2019|Name:OXA-213|NCBI:JN861781.1	L.2157	L.2157.0	L.2157.0.0	L.2157.0.0.0	L.2157.0.0.0.0
rgi-card@@@ARO:3001203|ID:2021|Name:SHV-165|NCBI:JX121131.1	L.1490	L.1490.0	L.1490.0.0	L.1490.0.0.0	L.1490.0.0.0.4
rgi-card@@@ARO:3001963|ID:2022|Name:CTX-M-104|NCBI:HQ833652.1	L.1737	L.1737.0	L.1737.0.0	L.1737.0.0.0	L.1737.0.0.0.13
rgi-card@@@ARO:3001653|ID:2023|Name:OXA-132|NCBI:EU547447.1	L.1971	L.1971.0	L.1971.0.3	L.1971.0.3.0	L.1971.0.3.0.0
rgi-card@@@ARO:3001816|ID:2024|Name:ACC-2|NCBI:AF180952.1	L.1110	L.1110.0	L.1110.0.0	L.1110.0.0.0	L.1110.0.0.0.0
rgi-card@@@ARO:3000926|ID:2025|Name:TEM-57|NCBI:FJ405211.1	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.0	L.1591.1.0.0.0
rgi-card@@@ARO:3001624|ID:2026|Name:OXA-84|NCBI:DQ309276.1	L.1971	L.1971.0	L.1971.0.10	L.1971.0.10.0	L.1971.0.10.0.3
rgi-card@@@ARO:3002097|ID:2027|Name:CMY-84|NCBI:JQ733579.1	L.962	L.962.1	L.962.1.1	L.962.1.1.0	L.962.1.1.0.0
rgi-card@@@ARO:3002758|ID:2028|Name:QnrB43|NCBI:NG_050506.1	L.2636	L.2636.0	L.2636.0.0	L.2636.0.0.0	L.2636.0.0.0.1
rgi-card@@@ARO:3000985|ID:2029|Name:TEM-123|NCBI:AY327539.1	L.1421	L.1421.1	L.1421.1.2	L.1421.1.2.0	L.1421.1.2.0.2
rgi-card@@@ARO:3002543|ID:2030|Name:AAC(3)-IXa|NCBI:M55427.1	L.2008	L.2008.0	L.2008.0.0	L.2008.0.0.0	L.2008.0.0.0.0
rgi-card@@@ARO:3001657|ID:2031|Name:OXA-173|NCBI:HM113559.1	L.1971	L.1971.0	L.1971.0.10	L.1971.0.10.0	L.1971.0.10.0.0
rgi-card@@@ARO:3001923|ID:2032|Name:CTX-M-62|NCBI:EF219134.3	L.1537	L.1537.0	L.1537.0.0	L.1537.0.0.0	L.1537.0.0.0.2
rgi-card@@@ARO:3000971|ID:2034|Name:TEM-108|NCBI:AF506748.1	L.1591	L.1591.1	L.1591.1.1	L.1591.1.1.0	L.1591.1.1.0.0
rgi-card@@@ARO:3001878|ID:2035|Name:CTX-M-15|NCBI:AY044436.1	L.1537	L.1537.0	L.1537.0.0	L.1537.0.0.0	L.1537.0.0.0.0
rgi-card@@@ARO:3001202|ID:2036|Name:SHV-163|NCBI:JX121130.1	L.1490	L.1490.0	L.1490.0.1	L.1490.0.1.0	L.1490.0.1.0.0
rgi-card@@@ARO:3002327|ID:2038|Name:KPC-17|NCBI:KC465200.1	L.1478	L.1478.1	L.1478.1.2	L.1478.1.2.0	L.1478.1.2.0.0
rgi-card@@@ARO:3003174|ID:2039|Name:CARB-18|NCBI:KJ934266.1	L.1549	L.1549.0	L.1549.0.0	L.1549.0.0.0	L.1549.0.0.0.0
rgi-card@@@ARO:3000929|ID:2040|Name:TEM-60|NCBI:AF047171.1	L.1591	L.1591.1	L.1591.1.3	L.1591.1.3.0	L.1591.1.3.0.0
rgi-card@@@ARO:3003147|ID:2041|Name:OXA-424|NCBI:KM588352.1	L.1971	L.1971.0	L.1971.0.13	L.1971.0.13.0	L.1971.0.13.0.2
rgi-card@@@ARO:3002264|ID:2042|Name:IND-8|NCBI:GU186044.1	L.2434	L.2434.0	L.2434.0.0	L.2434.0.0.0	L.2434.0.0.0.0
rgi-card@@@ARO:3002608|ID:2043|Name:aadA8|NCBI:AY139603.1	L.1419	L.1419.4	L.1419.4.2	L.1419.4.2.0	L.1419.4.2.0.1
rgi-card@@@ARO:3002746|ID:2044|Name:QnrB31|NCBI:HQ418999.2	L.2636	L.2636.0	L.2636.0.2	L.2636.0.2.0	L.2636.0.2.0.0
rgi-card@@@ARO:3002398|ID:2045|Name:OXY-2-3|NCBI:AY077488.2	L.1565	L.1565.0	L.1565.0.0	L.1565.0.0.0	L.1565.0.0.0.1
rgi-card@@@ARO:3001510|ID:2047|Name:OXA-322|NCBI:KF203096.1	L.2157	L.2157.0	L.2157.0.1	L.2157.0.1.0	L.2157.0.1.0.0
rgi-card@@@ARO:3001771|ID:2048|Name:OXA-57|NCBI:AJ631966.1	L.2218	L.2218.0	L.2218.0.0	L.2218.0.0.0	L.2218.0.0.0.0
rgi-card@@@ARO:3002784|ID:2049|Name:QnrB72|NCBI:KC741443.1	L.2636	L.2636.1	L.2636.1.0	L.2636.1.0.0	L.2636.1.0.0.4
rgi-card@@@ARO:3001519|ID:2050|Name:OXA-331|NCBI:KF203105.1	L.2157	L.2157.0	L.2157.0.2	L.2157.0.2.0	L.2157.0.2.0.2
rgi-card@@@ARO:3003013|ID:2051|Name:dfrA15|NCBI:KF534911.1	L.3123	L.3123.0	L.3123.0.1	L.3123.0.1.0	L.3123.0.1.0.1
rgi-card@@@ARO:3002640|ID:2052|Name:APH(3'')-Ic|NCBI:DQ336355.1	L.2420	L.2420.0	L.2420.0.0	L.2420.0.0.0	L.2420.0.0.0.0
rgi-card@@@ARO:3002862|ID:2053|Name:dfrA7|NCBI:FJ854362.1	L.2884	L.2884.1	L.2884.1.0	L.2884.1.0.0	L.2884.1.0.0.0
rgi-card@@@ARO:3002819|ID:2054|Name:msrC|NCBI:AF313494.1	L.624	L.624.0	L.624.0.1	L.624.0.1.0	L.624.0.1.0.0
rgi-card@@@ARO:3002510|ID:2055|Name:LRA-3|NCBI:EU408348.1	L.1670	L.1670.1	L.1670.1.0	L.1670.1.0.0	L.1670.1.0.0.0
rgi-card@@@ARO:3003549|ID:2056|Name:mdtO|NCBI:AP009048.1	L.312	L.312.0	L.312.0.0	L.312.0.0.0	L.312.0.0.0.2
rgi-card@@@ARO:3001362|ID:2057|Name:SHV-179|NCBI:KF705208.1	L.1490	L.1490.0	L.1490.0.0	L.1490.0.0.0	L.1490.0.0.0.0
rgi-card@@@ARO:3002812|ID:2058|Name:pp-flo|NCBI:D37826.1	L.1269	L.1269.0	L.1269.0.0	L.1269.0.0.0	L.1269.0.0.0.0
rgi-card@@@ARO:3002418|ID:2059|Name:OKP-A-1|NCBI:AJ635401.2	L.1921	L.1921.1	L.1921.1.0	L.1921.1.0.0	L.1921.1.0.0.0
rgi-card@@@ARO:3002874|ID:2060|Name:FosC2|NCBI:AB522969.1	L.3366	L.3366.0	L.3366.0.0	L.3366.0.0.0	L.3366.0.0.0.0
rgi-card@@@ARO:3002277|ID:2061|Name:VIM-7|NCBI:AJ536835.1	L.2237	L.2237.0	L.2237.0.0	L.2237.0.0.0	L.2237.0.0.0.0
rgi-card@@@ARO:3000319|ID:2062|Name:mphC|NCBI:AB013298.1	L.1715	L.1715.0	L.1715.0.0	L.1715.0.0.0	L.1715.0.0.0.0
rgi-card@@@ARO:3000217|ID:2063|Name:blaR1|NCBI:EF540343.1	L.427	L.427.0	L.427.0.0	L.427.0.0.0	L.427.0.0.0.0
rgi-card@@@ARO:3001376|ID:2064|Name:TEM-196|NCBI:JQ034306.1	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.0	L.1591.1.0.0.0
rgi-card@@@ARO:3002016|ID:2065|Name:CMY-5|NCBI:Y17716.1	L.962	L.962.0	L.962.0.0	L.962.0.0.0	L.962.0.0.0.1
rgi-card@@@ARO:3002579|ID:2071|Name:AAC(6')-Ib8|NCBI:KF998105.1	L.2644	L.2644.0	L.2644.0.0	L.2644.0.0.0	L.2644.0.0.0.0
rgi-card@@@ARO:3003665|ID:2072|Name:NmcR|NCBI:Z21956.1	L.1773	L.1773.0	L.1773.0.0	L.1773.0.0.0	L.1773.0.0.0.0
rgi-card@@@ARO:3000862|ID:2079|Name:sgm|NCBI:NG_050600.1	L.2126	L.2126.0	L.2126.0.0	L.2126.0.0.0	L.2126.0.0.0.0
rgi-card@@@ARO:3000024|ID:2081|Name:patA|NCBI:AE005672.3	L.477	L.477.0	L.477.0.0	L.477.0.0.0	L.477.0.0.0.0
rgi-card@@@ARO:3002613|ID:2087|Name:aadA13|NCBI:EU746499.1	L.2280	L.2280.0	L.2280.0.0	L.2280.0.0.0	L.2280.0.0.0.1
rgi-card@@@ARO:3001062|ID:2103|Name:SHV-3|NCBI:KX092356.1	L.1490	L.1490.0	L.1490.0.0	L.1490.0.0.0	L.1490.0.0.0.4
rgi-card@@@ARO:3003150|ID:2110|Name:CARB-20|NCBI:CP023709.1	L.1549	L.1549.0	L.1549.0.0	L.1549.0.0.0	L.1549.0.0.0.0
rgi-card@@@ARO:3000025|ID:2112|Name:patB|NCBI:AE005672.3	L.428	L.428.0	L.428.0.0	L.428.0.0.0	L.428.0.0.0.0
rgi-card@@@ARO:3002644|ID:2114|Name:APH(3')-IIa|NCBI:V00618.1	L.2300	L.2300.0	L.2300.0.0	L.2300.0.0.0	L.2300.0.0.0.0
rgi-card@@@ARO:3000876|ID:2115|Name:TEM-4|NCBI:LK391770.1	L.1421	L.1421.1	L.1421.1.1	L.1421.1.1.1	L.1421.1.1.1.0
rgi-card@@@ARO:3002578|ID:2117|Name:AAC(6')-Ib7|NCBI:KR091911.1	L.2337	L.2337.0	L.2337.0.0	L.2337.0.0.0	L.2337.0.0.0.0
rgi-card@@@ARO:3002489|ID:2119|Name:LRA-10|NCBI:EU408357.1	L.1265	L.1265.0	L.1265.0.0	L.1265.0.0.0	L.1265.0.0.0.0
rgi-card@@@ARO:3002486|ID:2121|Name:LRA-7|NCBI:EU408356.1	L.1686	L.1686.0	L.1686.0.0	L.1686.0.0.0	L.1686.0.0.0.0
rgi-card@@@ARO:3002831|ID:2123|Name:vgaC|NCBI:FN806792.1	L.565	L.565.0	L.565.0.0	L.565.0.0.0	L.565.0.0.0.0
rgi-card@@@ARO:3003037|ID:2130|Name:opcM|NCBI:U38944.1	L.582	L.582.0	L.582.0.0	L.582.0.0.0	L.582.0.0.0.0
rgi-card@@@ARO:3002047|ID:2134|Name:CMY-36|NCBI:EU331426.1	L.962	L.962.0	L.962.0.0	L.962.0.0.0	L.962.0.0.0.1
rgi-card@@@ARO:3001853|ID:2135|Name:ACT-33|NCBI:KM087834.1	L.925	L.925.0	L.925.0.1	L.925.0.1.0	L.925.0.1.0.1
rgi-card@@@ARO:3003183|ID:2156|Name:NDM-14|NCBI:KM210086.1	L.2103	L.2103.0	L.2103.0.0	L.2103.0.0.0	L.2103.0.0.0.3
rgi-card@@@ARO:3001742|ID:3451|Name:OXA-287|NCBI:NG_050609.1	L.2021	L.2021.0	L.2021.0.3	L.2021.0.3.0	L.2021.0.3.0.0
rgi-card@@@ARO:3000463|ID:1994|Name:gimA|NCBI:AJ223970.1	L.913	L.913.0	L.913.0.0	L.913.0.0.0	L.913.0.0.0.0
rgi-card@@@ARO:3000822|ID:2003|Name:pmrA|NCBI:AE007317.1	L.1028	L.1028.0	L.1028.0.0	L.1028.0.0.0	L.1028.0.0.0.0
rgi-card@@@ARO:3000478|ID:2046|Name:tet(33)|NCBI:AJ420072.1	L.899	L.899.0	L.899.0.0	L.899.0.0.0	L.899.0.0.0.1
rgi-card@@@ARO:3000481|ID:1969|Name:tet(35)|NCBI:AF353562.1	L.550	L.550.0	L.550.0.1	L.550.0.1.0	L.550.0.1.0.0
rgi-card@@@ARO:3002672|ID:2002|Name:Bacillus_pumilus_cat86|NCBI:K00544.1	L.2670	L.2670.0	L.2670.0.0	L.2670.0.0.0	L.2670.0.0.0.0
rgi-card@@@ARO:3003589|ID:2138|Name:NmcA|NCBI:Z21956.1	L.1836	L.1836.0	L.1836.0.0	L.1836.0.0.0	L.1836.0.0.0.0
rgi-card@@@ARO:3000856|ID:1942|Name:BJP-1|NCBI:CP011360.1	L.1795	L.1795.0	L.1795.0.0	L.1795.0.0.0	L.1795.0.0.0.0
rgi-card@@@ARO:3003578|ID:2014|Name:PmrF|NCBI:U00096.1	L.1487	L.1487.0	L.1487.0.0	L.1487.0.0.0	L.1487.0.0.0.0
rgi-card@@@ARO:3002953|ID:1996|Name:vanX_gene_in_vanM_cluster|NCBI:FJ349556.1	L.2809	L.2809.0	L.2809.0.0	L.2809.0.0.0	L.2809.0.0.0.0
rgi-card@@@ARO:3002894|ID:1991|Name:otr(C)|NCBI:AY509111.1	L.1350	L.1350.0	L.1350.0.0	L.1350.0.0.0	L.1350.0.0.0.0
rgi-card@@@ARO:3000190|ID:2020|Name:tet(O)|NCBI:M18896.2	L.370	L.370.1	L.370.1.0	L.370.1.0.0	L.370.1.0.0.0
rgi-card@@@ARO:3000193|ID:2037|Name:tet(T)|NCBI:L42544.1	L.346	L.346.0	L.346.0.0	L.346.0.0.0	L.346.0.0.0.0
rgi-card@@@ARO:3006236|ID:4132|Name:ACT-41|NCBI:NG_050704.1	L.925	L.925.0	L.925.0.3	L.925.0.3.0	L.925.0.3.0.1
rgi-card@@@ARO:3003381|ID:1005|Name:Escherichia_coli_soxR_with_mutation_conferring_antibiotic_resistance|NCBI:U00096.1	L.3169	L.3169.0	L.3169.0.0	L.3169.0.0.0	L.3169.0.0.0.0
rgi-card@@@ARO:3003511|ID:2066|Name:Escherichia_coli_soxS_with_mutation_conferring_antibiotic_resistance|NCBI:U00096.3	L.3453	L.3453.0	L.3453.0.0	L.3453.0.0.0	L.3453.0.0.0.0
rgi-card@@@ARO:3003378|ID:431|Name:Escherichia_coli_marR_mutant_conferring_antibiotic_resistance|NCBI:U00096.1	L.3251	L.3251.0	L.3251.0.0	L.3251.0.0.0	L.3251.0.0.0.0
rgi-card@@@ARO:3004601|ID:3301|Name:LnuP|NCBI:FJ589781.1	L.3033	L.3033.0	L.3033.0.0	L.3033.0.0.0	L.3033.0.0.0.0
rgi-card@@@ARO:3003324|ID:1558|Name:Bacillus_subtilis_mprF|NCBI:AL009126.3	L.228	L.228.0	L.228.0.0	L.228.0.0.0	L.228.0.0.0.0
rgi-card@@@ARO:3002501|ID:1|Name:PDC-4|NCBI:FJ666067.1	L.991	L.991.0	L.991.0.1	L.991.0.1.0	L.991.0.1.0.0
rgi-card@@@ARO:3003679|ID:2192|Name:TriA|NCBI:AE004091.2	L.1190	L.1190.0	L.1190.0.0	L.1190.0.0.0	L.1190.0.0.0.0
rgi-card@@@ARO:3003680|ID:2193|Name:TriB|NCBI:AE004091.2	L.1337	L.1337.0	L.1337.0.0	L.1337.0.0.0	L.1337.0.0.0.0
rgi-card@@@ARO:3003681|ID:2194|Name:TriC|NCBI:AE004091.2	L.177	L.177.0	L.177.0.0	L.177.0.0.0	L.177.0.0.0.0
rgi-card@@@ARO:3003682|ID:2195|Name:OpmH|NCBI:AE004091.2	L.675	L.675.0	L.675.0.0	L.675.0.0.0	L.675.0.0.0.0
rgi-card@@@ARO:3003637|ID:3542|Name:OXA-480|NCBI:KR872296.1	L.1971	L.1971.0	L.1971.0.10	L.1971.0.10.0	L.1971.0.10.0.2
rgi-card@@@ARO:3006237|ID:4133|Name:ACT-42|NCBI:NG_050705.1	L.925	L.925.0	L.925.0.1	L.925.0.1.0	L.925.0.1.0.1
rgi-card@@@ARO:3003698|ID:2211|Name:mexP|NCBI:AB219524.1	L.1173	L.1173.0	L.1173.0.0	L.1173.0.0.0	L.1173.0.0.0.0
rgi-card@@@ARO:3006284|ID:4180|Name:ADC-104|NCBI:NG_051443.1	L.1058	L.1058.0	L.1058.0.4	L.1058.0.4.2	L.1058.0.4.2.0
rgi-card@@@ARO:3003699|ID:2212|Name:mexQ|NCBI:AB219524.1	L.103	L.103.0	L.103.0.0	L.103.0.0.0	L.103.0.0.0.0
rgi-card@@@ARO:3003692|ID:2205|Name:MexJ|NCBI:AE004091.2	L.1297	L.1297.0	L.1297.0.0	L.1297.0.0.0	L.1297.0.0.0.0
rgi-card@@@ARO:3003693|ID:2206|Name:MexK|NCBI:AE004091.2	L.171	L.171.0	L.171.0.0	L.171.0.0.0	L.171.0.0.0.0
rgi-card@@@ARO:3003030|ID:2207|Name:MexV|NCBI:AE004091.2	L.1258	L.1258.0	L.1258.0.0	L.1258.0.0.0	L.1258.0.0.0.0
rgi-card@@@ARO:3003031|ID:2208|Name:MexW|NCBI:NC_002516.2	L.174	L.174.0	L.174.0.0	L.174.0.0.0	L.174.0.0.0.0
rgi-card@@@ARO:3003700|ID:2213|Name:opmE|NCBI:AB219524.1	L.638	L.638.0	L.638.0.0	L.638.0.0.0	L.638.0.0.0.0
rgi-card@@@ARO:3003704|ID:2216|Name:mexM|NCBI:AB219523.1	L.1172	L.1172.0	L.1172.0.0	L.1172.0.0.0	L.1172.0.0.0.0
rgi-card@@@ARO:3003705|ID:2217|Name:mexN|NCBI:AB219523.1	L.162	L.162.0	L.162.0.0	L.162.0.0.0	L.162.0.0.0.0
rgi-card@@@ARO:3003677|ID:2191|Name:AAC(6')-Iaj|NCBI:AB709942.1	L.2911	L.2911.0	L.2911.0.0	L.2911.0.0.0	L.2911.0.0.0.0
rgi-card@@@ARO:3003713|ID:2227|Name:VCC-1|NCBI:KT818596.1	L.1962	L.1962.0	L.1962.0.0	L.1962.0.0.0	L.1962.0.0.0.0
rgi-card@@@ARO:3003670|ID:2228|Name:PEDO-1|NCBI:KP109677.1	L.1935	L.1935.0	L.1935.0.0	L.1935.0.0.0	L.1935.0.0.0.0
rgi-card@@@ARO:3003714|ID:2229|Name:PEDO-2|NCBI:KP109678.1	L.1947	L.1947.0	L.1947.0.0	L.1947.0.0.0	L.1947.0.0.0.0
rgi-card@@@ARO:3003715|ID:2230|Name:PEDO-3|NCBI:KP109679.1	L.2585	L.2585.0	L.2585.0.0	L.2585.0.0.0	L.2585.0.0.0.0
rgi-card@@@ARO:3003716|ID:2231|Name:CPS-1|NCBI:KP109675.1	L.1866	L.1866.0	L.1866.0.0	L.1866.0.0.0	L.1866.0.0.0.0
rgi-card@@@ARO:3003717|ID:2232|Name:ESP-1|NCBI:KP109681.1	L.1868	L.1868.0	L.1868.0.0	L.1868.0.0.0	L.1868.0.0.0.0
rgi-card@@@ARO:3003718|ID:2233|Name:MSI-1|NCBI:KP109676.1	L.1410	L.1410.0	L.1410.0.0	L.1410.0.0.0	L.1410.0.0.0.0
rgi-card@@@ARO:3003719|ID:2234|Name:MSI-OXA|NCBI:KP109676.1	L.2186	L.2186.0	L.2186.0.0	L.2186.0.0.0	L.2186.0.0.0.0
rgi-card@@@ARO:3003720|ID:2235|Name:SPG-1|NCBI:KP109680.1	L.1946	L.1946.0	L.1946.0.0	L.1946.0.0.0	L.1946.0.0.0.0
rgi-card@@@ARO:3001743|ID:3452|Name:OXA-288|NCBI:APRN01000033.1	L.2021	L.2021.1	L.2021.1.0	L.2021.1.0.0	L.2021.1.0.0.0
rgi-card@@@ARO:3004789|ID:3586|Name:FONA-2|NCBI:AJ251240.1	L.1763	L.1763.0	L.1763.0.0	L.1763.0.0.2	L.1763.0.0.2.0
rgi-card@@@ARO:3005278|ID:4010|Name:PDC-118|NCBI:NG_055482.1	L.991	L.991.0	L.991.0.1	L.991.0.1.0	L.991.0.1.0.0
rgi-card@@@ARO:3002914|ID:2240|Name:vanJ|NCBI:AL939117.1	L.1440	L.1440.0	L.1440.0.0	L.1440.0.0.0	L.1440.0.0.0.0
rgi-card@@@ARO:3003731|ID:2248|Name:fusD|NCBI:CP022056.2	L.2731	L.2731.0	L.2731.0.0	L.2731.0.0.0	L.2731.0.0.0.0
rgi-card@@@ARO:3004624|ID:3323|Name:QnrS11|NCBI:JQ269335.1	L.2666	L.2666.0	L.2666.0.1	L.2666.0.1.0	L.2666.0.1.0.0
rgi-card@@@ARO:3006285|ID:4181|Name:ADC-105|NCBI:NG_051444.1	L.1058	L.1058.0	L.1058.0.0	L.1058.0.0.5	L.1058.0.0.5.2
rgi-card@@@ARO:3003742|ID:2259|Name:mphG|NCBI:AB571865.1	L.1793	L.1793.0	L.1793.0.0	L.1793.0.0.0	L.1793.0.0.0.0
rgi-card@@@ARO:3003723|ID:2241|Name:vanI|NCBI:LOCK01000072.1	L.1370	L.1370.0	L.1370.0.0	L.1370.0.0.0	L.1370.0.0.0.0
rgi-card@@@ARO:3001534|ID:3480|Name:OXA-346|NCBI:KF048919.1	L.1971	L.1971.0	L.1971.0.12	L.1971.0.12.0	L.1971.0.12.0.2
rgi-card@@@ARO:3003595|ID:3509|Name:OXA-439|NCBI:KP727573.1	L.2283	L.2283.0	L.2283.0.0	L.2283.0.0.0	L.2283.0.0.0.10
rgi-card@@@ARO:3003634|ID:3539|Name:OXA-477|NCBI:KR182170.1	L.2217	L.2217.0	L.2217.0.1	L.2217.0.1.0	L.2217.0.1.0.0
rgi-card@@@ARO:3003744|ID:2260|Name:vatF|NCBI:AF170730.1	L.2664	L.2664.0	L.2664.0.0	L.2664.0.0.0	L.2664.0.0.0.0
rgi-card@@@ARO:3003762|ID:2261|Name:lnuE|NCBI:KF287643.1	L.2989	L.2989.0	L.2989.0.0	L.2989.0.0.0	L.2989.0.0.0.0
rgi-card@@@ARO:3003748|ID:2264|Name:oleC|NCBI:L06249.1	L.1469	L.1469.0	L.1469.0.0	L.1469.0.0.0	L.1469.0.0.0.0
rgi-card@@@ARO:3003749|ID:2265|Name:salA|NCBI:KC693025.1	L.525	L.525.0	L.525.0.0	L.525.0.0.0	L.525.0.0.0.0
rgi-card@@@ARO:3001301|ID:2274|Name:RlmA(II)|NCBI:CP007593.1	L.1999	L.1999.0	L.1999.0.0	L.1999.0.0.0	L.1999.0.0.0.0
rgi-card@@@ARO:3003655|ID:3311|Name:ACT-38|NCBI:KP836350.1	L.1204	L.1204.1	L.1204.1.2	L.1204.1.2.0	L.1204.1.2.0.0
rgi-card@@@ARO:3004622|ID:3320|Name:QnrS10|NCBI:JN836269.1	L.2666	L.2666.0	L.2666.0.1	L.2666.0.1.0	L.2666.0.1.0.0
rgi-card@@@ARO:3002934|ID:2139|Name:vanS_gene_in_vanD_cluster|NCBI:EU999036.1	L.2602	L.2602.0	L.2602.0.0	L.2602.0.0.0	L.2602.0.0.0.0
rgi-card@@@ARO:3003770|ID:2279|Name:Listeria_monocytogenes_mprF|NCBI:AL591981.1	L.225	L.225.0	L.225.0.0	L.225.0.0.0	L.225.0.0.0.0
rgi-card@@@ARO:3003772|ID:2281|Name:Brucella_suis_mprF|NCBI:AE014292.2	L.210	L.210.0	L.210.0.0	L.210.0.0.0	L.210.0.0.0.0
rgi-card@@@ARO:3003773|ID:2282|Name:Clostridium_perfringens_mprF|NCBI:CP000312.1	L.468	L.468.0	L.468.0.0	L.468.0.0.0	L.468.0.0.0.0
rgi-card@@@ARO:3003774|ID:2283|Name:Streptococcus_agalactiae_mprF|NCBI:AE009948.1	L.233	L.233.0	L.233.0.0	L.233.0.0.0	L.233.0.0.0.0
rgi-card@@@ARO:3003767|ID:2277|Name:mphM|NCBI:CP014284.1	L.1720	L.1720.1	L.1720.1.0	L.1720.1.0.0	L.1720.1.0.0.0
rgi-card@@@ARO:3004665|ID:3365|Name:cmlA8|NCBI:EU182575.1	L.838	L.838.0	L.838.0.1	L.838.0.1.0	L.838.0.1.0.0
rgi-card@@@ARO:3003728|ID:2246|Name:vanR_gene_in_vanI_cluster|NCBI:AP008230.1	L.2607	L.2607.0	L.2607.0.0	L.2607.0.0.0	L.2607.0.0.0.0
rgi-card@@@ARO:3003725|ID:2243|Name:vanX_gene_in_vanI_cluster|NCBI:CP001336.1	L.2813	L.2813.0	L.2813.0.0	L.2813.0.0.0	L.2813.0.0.0.0
rgi-card@@@ARO:3003733|ID:2250|Name:fusC|NCBI:BX571857.1	L.2735	L.2735.0	L.2735.0.0	L.2735.0.0.0	L.2735.0.0.0.0
rgi-card@@@ARO:3003746|ID:2263|Name:optrA|NCBI:KP399637.1	L.342	L.342.0	L.342.0.0	L.342.0.0.0	L.342.0.0.0.0
rgi-card@@@ARO:3006286|ID:4182|Name:ADC-106|NCBI:NG_051445.1	L.1058	L.1058.0	L.1058.0.0	L.1058.0.0.6	L.1058.0.0.6.2
rgi-card@@@ARO:3003855|ID:3314|Name:ADC-10|NCBI:DQ883640.1	L.1058	L.1058.0	L.1058.0.3	L.1058.0.3.0	L.1058.0.3.0.0
rgi-card@@@ARO:3004617|ID:3315|Name:ADC-30|NCBI:JF265068.1	L.1058	L.1058.0	L.1058.0.5	L.1058.0.5.0	L.1058.0.5.0.2
rgi-card@@@ARO:3004618|ID:3316|Name:ADC-58|NCBI:JQ319653.1	L.1058	L.1058.0	L.1058.0.5	L.1058.0.5.2	L.1058.0.5.2.2
rgi-card@@@ARO:3004615|ID:3310|Name:ADC-11|NCBI:GU591983.1	L.1058	L.1058.0	L.1058.0.0	L.1058.0.0.0	L.1058.0.0.0.0
rgi-card@@@ARO:3003793|ID:2298|Name:SPM-1|NCBI:AJ492820.1	L.2083	L.2083.0	L.2083.0.0	L.2083.0.0.0	L.2083.0.0.0.0
rgi-card@@@ARO:3001831|ID:3313|Name:ACT-8|NCBI:FN645445.1	L.1204	L.1204.1	L.1204.1.1	L.1204.1.1.0	L.1204.1.1.0.1
rgi-card@@@ARO:3004619|ID:3317|Name:ADC-59|NCBI:JQ319654.1	L.1058	L.1058.0	L.1058.0.5	L.1058.0.5.0	L.1058.0.5.0.5
rgi-card@@@ARO:3004621|ID:3321|Name:AAC(3)-IIe|NCBI:EU022315.1	L.1684	L.1684.0	L.1684.0.0	L.1684.0.0.0	L.1684.0.0.0.1
