protein_id	cluster_90	cluster_95	cluster_975	cluster_99
deeparg@@@YP_002315561|FEATURES|bacA|bacitracin|bacA	2170	2817	3728	5939
deeparg@@@YP_002320475.1|FEATURES|adeI|multidrug|adeI	917	1168	1453	1932
deeparg@@@YP_002328441|FEATURES|macB|MLS|macB	347	456	533	679
deeparg@@@YP_002329903|FEATURES|arnA|polymyxin|arnA	333	431	505	620
deeparg@@@YP_002331481|FEATURES|mdtL|multidrug|mdtL	1107	1438	1841	2566
deeparg@@@YP_002331861|FEATURES|mdtP|multidrug|mdtP	620	795	976	1303
deeparg@@@YP_002331862|FEATURES|mdtO|multidrug|mdtO	312	406	477	575
deeparg@@@YP_002331863|FEATURES|mdtN|multidrug|mdtN	1398	1833	2423	3642
deeparg@@@YP_002332257|FEATURES|vgaA|MLS|vgaA	564	723	873	1145
deeparg@@@YP_002332890|FEATURES|tetA|tetracycline|tetA	860	1102	1377	2291
deeparg@@@YP_002333391|FEATURES|vanS|glycopeptide|vanS	787	1016	1271	1747
deeparg@@@YP_002333394|FEATURES|vanH|glycopeptide|vanH	1474	1927	2534	3779
deeparg@@@YP_002333396|FEATURES|vanX|glycopeptide|vanX	2807	3597	4684	7288
deeparg@@@YP_002343805.1|FEATURES|cmeR|multidrug|cmeR	2758	3544	4620	7200
deeparg@@@YP_002349827|FEATURES|fosX|fosfomycin|fosX	3310	4285	5570	8643
deeparg@@@YP_002366749|FEATURES|fosB|fosfomycin|fosB	3181	4225	5504	8549
deeparg@@@YP_002367214|FEATURES|class_A|beta-lactam|class_A	1553	2018	2641	3924
deeparg@@@YP_002382193|FEATURES|macB|MLS|macB	352	457	542	692
deeparg@@@YP_002382998|FEATURES|mdtH|multidrug|mdtH	873	1117	1394	1861
deeparg@@@YP_002383389|FEATURES|bicyclomycin-multidrug_efflux_protein_bcr|multidrug|bicyclomycin-multidrug_efflux_protein_bcr	1059	1374	1760	2453
deeparg@@@YP_002383660|FEATURES|mexE|multidrug|mexE	965	1231	1752	2418
deeparg@@@YP_002383661|FEATURES|acrB|multidrug|acrB	91	115	137	158
deeparg@@@YP_002384075|FEATURES|TolC|multidrug|TolC	594	759	982	1313
deeparg@@@YP_002384137|FEATURES|mdtE|multidrug|mdtE	865	1108	1383	1850
deeparg@@@YP_002384138|FEATURES|mdtF|multidrug|mdtF	152	206	244	297
deeparg@@@YP_002384189|FEATURES|mdtM|multidrug|mdtM	823	1055	1524	2014
deeparg@@@YP_002384997|FEATURES|emrD|multidrug|emrD	1060	1409	1801	2488
deeparg@@@YP_002385033|FEATURES|mdtL|multidrug|mdtL	1107	1438	1841	2569
deeparg@@@YP_002385298|FEATURES|mdtN|multidrug|mdtN	1399	1834	2424	3641
deeparg@@@YP_002385300|FEATURES|mdtP|multidrug|mdtP	665	866	1089	1480
deeparg@@@YP_002385941|FEATURES|acrB|multidrug|acrB	91	115	137	158
deeparg@@@YP_002386378|FEATURES|macB|MLS|macB	347	448	533	678
deeparg@@@YP_002387665|FEATURES|bicyclomycin-multidrug_efflux_protein_bcr|multidrug|bicyclomycin-multidrug_efflux_protein_bcr	1059	1374	1760	2428
deeparg@@@YP_002388977|FEATURES|mdtF|multidrug|mdtF	152	199	236	285
deeparg@@@YP_002389553|FEATURES|mdtO|multidrug|mdtO	312	406	477	569
deeparg@@@YP_002389784|FEATURES|mdtM|multidrug|mdtM	823	1135	1414	1887
deeparg@@@YP_002394083|FEATURES|mdtP|multidrug|mdtP	620	795	976	1435
deeparg@@@YP_002394084|FEATURES|mdtO|multidrug|mdtO	312	406	477	570
deeparg@@@YP_002394085|FEATURES|mdtN|multidrug|mdtN	1398	1833	2423	3647
deeparg@@@YP_002394587|FEATURES|tetB|tetracycline|tetB	914	1165	1450	1929
deeparg@@@YP_002394666|FEATURES|qnrS|fluoroquinolone|qnrS	2694	3466	4536	7085
deeparg@@@YP_002396141|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	2167	2811	3720	5929
deeparg@@@YP_002396538|FEATURES|acrA|multidrug|acrA	965	1231	1538	2407
deeparg@@@YP_002397219|FEATURES|mdtG|multidrug|mdtG	876	1121	1456	1935
deeparg@@@YP_002398143|FEATURES|emrE|multidrug|emrE	3012	3826	4952	7752
deeparg@@@YP_002398630|FEATURES|arnA|polymyxin|arnA	333	431	505	620
deeparg@@@YP_002399550|FEATURES|TolC|multidrug|TolC	594	759	926	1218
deeparg@@@YP_002400009|FEATURES|mdtE|multidrug|mdtE	1171	1523	1958	2770
deeparg@@@YP_002400010|FEATURES|mdtF|multidrug|mdtF	152	199	236	285
deeparg@@@YP_002400178|FEATURES|emrD|multidrug|emrD	1060	1375	1761	2499
deeparg@@@YP_002400589|FEATURES|mdtP|multidrug|mdtP	620	795	976	1444
deeparg@@@YP_002400590|FEATURES|mdtO|multidrug|mdtO	312	406	477	574
deeparg@@@YP_002400591|FEATURES|mdtN|multidrug|mdtN	1398	1833	2423	3644
deeparg@@@YP_002401190|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	2167	2811	3720	5929
deeparg@@@YP_002401592|FEATURES|acrA|multidrug|acrA	965	1231	1538	2036
deeparg@@@YP_002402255|FEATURES|mdtG|multidrug|mdtG	876	1121	1456	1935
deeparg@@@YP_002408074|FEATURES|mdtG|multidrug|mdtG	876	1121	1456	1935
deeparg@@@YP_002408235|FEATURES|macB|MLS|macB	347	456	533	688
deeparg@@@YP_002409908|FEATURES|mdtF|multidrug|mdtF	152	199	236	285
deeparg@@@YP_002410375|FEATURES|mdtP|multidrug|mdtP	620	795	976	1438
deeparg@@@YP_002410376|FEATURES|mdtO|multidrug|mdtO	312	406	477	582
deeparg@@@YP_002411827|FEATURES|macB|MLS|macB	347	456	533	688
deeparg@@@YP_002413233|FEATURES|bicyclomycin-multidrug_efflux_protein_bcr|multidrug|bicyclomycin-multidrug_efflux_protein_bcr	1059	1374	1760	2428
deeparg@@@YP_002414661|FEATURES|mdtE|multidrug|mdtE	1171	1523	1958	2770
deeparg@@@YP_002414662|FEATURES|mdtF|multidrug|mdtF	152	199	236	285
deeparg@@@YP_002415221|FEATURES|mdtP|multidrug|mdtP	620	795	976	1435
deeparg@@@YP_002415222|FEATURES|mdtO|multidrug|mdtO	312	406	477	578
deeparg@@@YP_002418004|FEATURES|tet34|tetracycline|tet34	3159	4002	5160	8067
deeparg@@@YP_002421432|FEATURES|bacA|bacitracin|bacA	1988	2574	3348	5250
deeparg@@@YP_002434803|FEATURES|bacA|bacitracin|bacA	2292	2967	3918	6215
deeparg@@@YP_002445444|FEATURES|fosB|fosfomycin|fosB	3181	4225	5521	8578
deeparg@@@YP_002445900|FEATURES|class_A|beta-lactam|class_A	1553	2018	2646	3928
deeparg@@@YP_002467958|FEATURES|PBP-1B|beta-lactam|PBP-1B	269	346	401	477
deeparg@@@YP_002479998|FEATURES|bacA|bacitracin|bacA	2294	2969	3920	6217
deeparg@@@YP_002529744|FEATURES|fosB|fosfomycin|fosB	3328	4233	5484	8528
deeparg@@@YP_002552549|FEATURES|bacA|bacitracin|bacA	2147	2776	3637	5784
deeparg@@@YP_002633428|FEATURES|bacA|bacitracin|bacA	1756	2274	2949	4348
deeparg@@@YP_002636110|FEATURES|acrB|multidrug|acrB	91	146	170	196
deeparg@@@YP_002636476|FEATURES|mdfA|multidrug|mdfA	907	1158	1525	2015
deeparg@@@YP_002638128|FEATURES|mdtH|multidrug|mdtH	873	1208	1509	1998
deeparg@@@YP_002638141|FEATURES|mdtG|multidrug|mdtG	797	1027	1623	2162
deeparg@@@YP_002638786|FEATURES|TolC|multidrug|TolC	623	790	1028	1402
deeparg@@@YP_002638807|FEATURES|bacA|bacitracin|bacA	2135	2764	3622	5768
deeparg@@@YP_002639394|FEATURES|emrD|multidrug|emrD	1060	1403	1795	2482
deeparg@@@YP_002640141|FEATURES|mdtM|multidrug|mdtM	849	1090	1364	1831
deeparg@@@YP_002666586|FEATURES|tet34|tetracycline|tet34	3159	4006	5166	8045
deeparg@@@YP_002705656|FEATURES|smeB|multidrug|smeB	116	145	169	203
deeparg@@@YP_002706076|FEATURES|smeD|multidrug|smeD	1078	1402	1794	2491
deeparg@@@YP_002706077|FEATURES|smeE|multidrug|smeE	148	194	231	279
deeparg@@@YP_002706078|FEATURES|smeF|multidrug|smeF	680	883	1110	1510
deeparg@@@YP_002707503|FEATURES|metallo-beta-lactamase|beta-lactam|metallo-beta-lactamase	1874	2424	3142	4749
deeparg@@@YP_002735431|FEATURES|PBP-2X|beta-lactam|PBP-2X	276	355	417	493
deeparg@@@YP_002735988|FEATURES|mdtG|multidrug|mdtG	1028	1330	1705	2287
deeparg@@@YP_002737588|FEATURES|PBP-2X|beta-lactam|PBP-2X	276	355	411	487
deeparg@@@YP_002738300|FEATURES|tetM|tetracycline|tetM	362	490	592	782
deeparg@@@YP_002740275|FEATURES|mdtG|multidrug|mdtG	1028	1330	1705	2287
deeparg@@@YP_002741884|FEATURES|PBP-2X|beta-lactam|PBP-2X	277	356	421	497
deeparg@@@YP_002773891|FEATURES|fosB|fosfomycin|fosB	3189	4032	5202	8107
deeparg@@@YP_002775228|FEATURES|bacA|bacitracin|bacA	2074	2682	3489	5485
deeparg@@@YP_002791392|FEATURES|aac(6')-I|aminoglycoside|aac(6')-I	2337	3028	4009	7234
deeparg@@@YP_002791405|FEATURES|dfrA19|diaminopyrimidine|dfrA19	2800	3589	4676	7279
deeparg@@@YP_002791441|FEATURES|aph(3')-I|aminoglycoside|aph(3')-I	2190	2842	3764	5986
deeparg@@@YP_002791715|FEATURES|qnrB|fluoroquinolone|qnrB	2636	3400	4464	6993
deeparg@@@YP_002792444|FEATURES|penA|beta-lactam|penA	436	583	704	931
deeparg@@@YP_002800019|FEATURES|bacA|bacitracin|bacA	2072	2680	3487	5483
deeparg@@@YP_002800512|FEATURES|mexF|multidrug|mexF	92	116	138	159
deeparg@@@YP_002806276|FEATURES|mdtO|multidrug|mdtO	312	406	477	569
deeparg@@@YP_002806354|FEATURES|class_C|beta-lactam|class_C	895	1145	1426	1900
deeparg@@@YP_002806550|FEATURES|mdtM|multidrug|mdtM	823	1135	1414	2020
deeparg@@@YP_002807373|FEATURES|TolC|multidrug|TolC	594	759	926	1218
deeparg@@@YP_002807856|FEATURES|mdtF|multidrug|mdtF	152	199	236	285
deeparg@@@YP_002808057|FEATURES|emrD|multidrug|emrD	1060	1375	1761	2429
deeparg@@@YP_002846930|FEATURES|emrD|multidrug|emrD	1083	1412	1804	2492
deeparg@@@YP_002847014|FEATURES|class_C|beta-lactam|class_C	962	1228	1546	2045
deeparg@@@YP_002847275|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	2167	2821	3732	5945
deeparg@@@YP_002847505|FEATURES|mdtF|multidrug|mdtF	155	202	239	290
deeparg@@@YP_002847888|FEATURES|TolC|multidrug|TolC	615	782	954	1265
deeparg@@@YP_002847905|FEATURES|bacA|bacitracin|bacA	2135	2834	3751	5966
deeparg@@@YP_002848372|FEATURES|acrB|multidrug|acrB	91	149	175	202
deeparg@@@YP_002848373|FEATURES|mexE|multidrug|mexE	929	1184	1473	1956
deeparg@@@YP_002848751|FEATURES|mdfA|multidrug|mdfA	958	1223	1530	2024
deeparg@@@YP_002848913|FEATURES|mdtG|multidrug|mdtG	876	1255	1575	2080
deeparg@@@YP_002848923|FEATURES|mdtH|multidrug|mdtH	873	1290	1645	2203
deeparg@@@YP_002849300|FEATURES|mdtK|multidrug|mdtK	769	990	1253	1689
deeparg@@@YP_002849611|FEATURES|qnrB|fluoroquinolone|qnrB	2636	3400	4460	6994
deeparg@@@YP_002850060|FEATURES|macB|MLS|macB	350	451	535	681
deeparg@@@YP_002850162|FEATURES|bicyclomycin-multidrug_efflux_protein_bcr|multidrug|bicyclomycin-multidrug_efflux_protein_bcr	1044	1383	1771	2446
deeparg@@@YP_002850217|FEATURES|arnA|polymyxin|arnA	336	434	508	640
deeparg@@@YP_002850805|FEATURES|tetP|tetracycline|tetP	335	433	507	673
deeparg@@@YP_002852100|FEATURES|bacA|bacitracin|bacA	1758	2277	2952	4352
deeparg@@@YP_002861121|FEATURES|vatB|MLS|vatB	2741	3525	4600	7172
deeparg@@@YP_002886367|FEATURES|bacA|bacitracin|bacA	2069	2677	3483	5478
deeparg@@@YP_002890644|FEATURES|bacA|bacitracin|bacA	2140	2769	3627	5775
deeparg@@@YP_002894387|FEATURES|floR|phenicol|floR	976	1248	1566	2158
deeparg@@@YP_002894485|FEATURES|aadA|aminoglycoside|aadA	1422	1862	2461	3698
deeparg@@@YP_002894624|FEATURES|CMY-2|beta-lactam|CMX	962	1228	1535	2038
deeparg@@@YP_002896634|FEATURES|oprA|multidrug|oprA	519	731	883	1156
deeparg@@@YP_002929946|FEATURES|bacA|bacitracin|bacA	2003	2591	3367	5276
deeparg@@@YP_002931998|FEATURES|bacA|bacitracin|bacA	2178	2827	3741	5956
deeparg@@@YP_002932544|FEATURES|acrB|multidrug|acrB	113	140	163	188
deeparg@@@YP_002937728|FEATURES|bacA|bacitracin|bacA	1891	2452	3181	4804
deeparg@@@YP_003283625.1|FEATURES|tet(K)|tetracycline|tet(K)	758	977	1220	1643
deeparg@@@YP_004928104.1|FEATURES|CrpP|fluoroquinolone|CrpP	3525	4485	5801	8938
deeparg@@@YP_005226137.1|FEATURES|Klebsiella_pneumoniae_OmpK35|beta-lactam|Klebsiella_pneumoniae_OmpK35	1325	3401	2318	3507
deeparg@@@YP_005228001.1|FEATURES|Klebsiella_pneumoniae_OmpK36|beta-lactam|Klebsiella_pneumoniae_OmpK36	1301	1722	2285	3467
deeparg@@@YP_007652797.1|FEATURES|BRP(MBL)|glycopeptide|BRP(MBL)	3401	4335	5621	8699
deeparg@@@YP_009062819.1|FEATURES|AAC(6')-Ib8|aminoglycoside|AAC(6')-Ib8	2644	3411	4473	7013
deeparg@@@YP_009081591.1|FEATURES|aadA13|aminoglycoside|aadA13	2280	2947	3892	6174
deeparg@@@YP_010878|FEATURES|bacA|bacitracin|bacA	2291	2966	3917	6214
deeparg@@@YP_040163|FEATURES|bacA|bacitracin|bacA	1857	2400	3106	4645
deeparg@@@YP_042788|FEATURES|norA|multidrug|norA	947	1493	1907	2685
deeparg@@@YP_063446|FEATURES|tetO|tetracycline|tetO	370	489	590	779
deeparg@@@YP_078703|FEATURES|fosB|fosfomycin|fosB	3161	3995	5165	8043
deeparg@@@YP_080399|FEATURES|bacA|bacitracin|bacA	2098	2717	3539	5562
deeparg@@@YP_089932|FEATURES|class_A|beta-lactam|class_A	1594	2078	2725	4042
deeparg@@@YP_098534|FEATURES|class_A|beta-lactam|class_A	1697	2198	2867	4217
deeparg@@@YP_106067|FEATURES|mexE|multidrug|mexE	964	1230	1537	2035
deeparg@@@YP_112402|FEATURES|aph(3')-I|aminoglycoside|aph(3')-I	2192	2846	3768	5990
deeparg@@@YP_151445|FEATURES|acrB|multidrug|acrB	91	146	170	196
deeparg@@@YP_185622|FEATURES|bacA|bacitracin|bacA	1857	2400	3106	4630
deeparg@@@YP_185633|FEATURES|norA|multidrug|norA	947	1207	1907	2685
deeparg@@@YP_187949|FEATURES|norA|multidrug|norA	1158	1505	1933	2726
deeparg@@@YP_208590|FEATURES|penA|beta-lactam|penA	442	583	704	955
deeparg@@@YP_210868|FEATURES|class_A|beta-lactam|class_A	1697	2198	2867	4217
deeparg@@@YP_215504|FEATURES|acrB|multidrug|acrB	91	146	170	196
deeparg@@@YP_215847|FEATURES|mdfA|multidrug|mdfA	907	1158	1525	2015
deeparg@@@YP_216904|FEATURES|penA|beta-lactam|penA	388	512	621	835
deeparg@@@YP_218139|FEATURES|bacA|bacitracin|bacA	2135	2764	3622	5768
deeparg@@@YP_219359|FEATURES|mdtM|multidrug|mdtM	849	1090	1364	1923
deeparg@@@YP_232872|FEATURES|chloramphenicol_exporter|phenicol|chloramphenicol_exporter	976	1248	1566	2158
deeparg@@@YP_236040|FEATURES|mexF|multidrug|mexF	80	93	108	120
deeparg@@@YP_236080|FEATURES|bacA|bacitracin|bacA	2066	2674	3480	5558
deeparg@@@YP_248152|FEATURES|PBP-1A|beta-lactam|PBP-1A	223	298	351	428
deeparg@@@YP_251195|FEATURES|chloramphenicol_exporter|phenicol|chloramphenicol_exporter	1101	1430	1831	2545
deeparg@@@YP_251227|FEATURES|ermX|MLS|ermX	1967	2552	3332	5229
deeparg@@@YP_254125|FEATURES|bacA|bacitracin|bacA	1860	2403	3111	4642
deeparg@@@YP_254220|FEATURES|msrA|MLS|msrA	639	833	1043	1403
deeparg@@@YP_260346|FEATURES|mexF|multidrug|mexF	86	107	124	140
deeparg@@@YP_264987|FEATURES|bacA|bacitracin|bacA	2029	2625	3416	5376
deeparg@@@YP_274443|FEATURES|bacA|bacitracin|bacA	2066	2674	3480	5475
deeparg@@@YP_274481|FEATURES|mexF|multidrug|mexF	80	93	108	119
deeparg@@@YP_277581|FEATURES|bacA|bacitracin|bacA	1809	2337	3023	4454
deeparg@@@YP_294981|FEATURES|bacA|bacitracin|bacA	1832	2368	3058	4504
deeparg@@@YP_298289|FEATURES|mexB|multidrug|mexB	102	143	166	191
deeparg@@@YP_302016|FEATURES|fosB|fosfomycin|fosB	3180	4023	5193	8096
deeparg@@@YP_302113|FEATURES|norA|multidrug|norA	1165	1516	1947	2748
deeparg@@@YP_302125|FEATURES|bacA|bacitracin|bacA	1858	2401	3107	4633
deeparg@@@YP_302230|FEATURES|mepA|multidrug|mepA	801	1032	1288	1733
deeparg@@@YP_309460|FEATURES|acrB|multidrug|acrB	91	115	137	158
deeparg@@@YP_309461|FEATURES|acrA|multidrug|acrA	965	1231	1538	2036
deeparg@@@YP_309843|FEATURES|macB|MLS|macB	347	456	533	684
deeparg@@@YP_310046|FEATURES|mdtH|multidrug|mdtH	940	1196	1492	1979
deeparg@@@YP_310429|FEATURES|mdtK|multidrug|mdtK	769	989	1234	1666
deeparg@@@YP_311196|FEATURES|arnA|polymyxin|arnA	333	431	505	630
deeparg@@@YP_312012|FEATURES|bacA|bacitracin|bacA	2135	2764	3635	5783
deeparg@@@YP_312344|FEATURES|mdtL|multidrug|mdtL	1107	1438	1843	2564
deeparg@@@YP_312412|FEATURES|emrD|multidrug|emrD	1060	1375	1761	2429
deeparg@@@YP_312991|FEATURES|mdtP|multidrug|mdtP	620	795	976	1434
deeparg@@@YP_312992|FEATURES|mdtO|multidrug|mdtO	312	406	477	576
deeparg@@@YP_316450|FEATURES|bacA|bacitracin|bacA	2091	2709	3529	5549
deeparg@@@YP_348389|FEATURES|mexF|multidrug|mexF	80	97	113	125
deeparg@@@YP_348488|FEATURES|mexD|multidrug|mexD	141	185	219	259
deeparg@@@YP_349555|FEATURES|bacA|bacitracin|bacA	2071	2679	3485	5480
deeparg@@@YP_350221|FEATURES|mexW|multidrug|mexW	183	240	283	349
deeparg@@@YP_355256.1|FEATURES|Rhodobacter_sphaeroides_ampC_beta-lactamase|beta-lactam|Rhodobacter_sphaeroides_ampC_beta-lactamase	1220	1618	2135	3193
deeparg@@@YP_369007|FEATURES|amrB|multidrug|amrB	129	167	200	233
deeparg@@@YP_371055|FEATURES|mexE|multidrug|mexE	977	1269	1601	2123
deeparg@@@YP_371057|FEATURES|opcM|multidrug|opcM	567	729	915	1204
deeparg@@@YP_401803|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	2167	2811	3720	5929
deeparg@@@YP_402564|FEATURES|bicyclomycin-multidrug_efflux_protein_bcr|multidrug|bicyclomycin-multidrug_efflux_protein_bcr	1059	1374	1760	2450
deeparg@@@YP_403489|FEATURES|mdtK|multidrug|mdtK	769	989	1234	1659
deeparg@@@YP_403947|FEATURES|macB|MLS|macB	347	448	530	675
deeparg@@@YP_405004|FEATURES|mdtF|multidrug|mdtF	152	199	236	285
deeparg@@@YP_405005|FEATURES|mdtE|multidrug|mdtE	1171	1523	1958	2770
deeparg@@@YP_405598|FEATURES|mdtL|multidrug|mdtL	1107	1438	1841	2565
deeparg@@@YP_405948|FEATURES|mdtM|multidrug|mdtM	823	1135	1414	1887
deeparg@@@YP_406903|FEATURES|mexE|multidrug|mexE	965	1231	1538	2402
deeparg@@@YP_407239|FEATURES|mdfA|multidrug|mdfA	690	1298	1663	2230
deeparg@@@YP_407313|FEATURES|macB|MLS|macB	347	448	533	684
deeparg@@@YP_408416|FEATURES|mdtH|multidrug|mdtH	940	1196	1492	1979
deeparg@@@YP_408684|FEATURES|arnA|polymyxin|arnA	333	431	505	641
deeparg@@@YP_410000|FEATURES|emrD|multidrug|emrD	1060	1375	1761	2429
deeparg@@@YP_410369|FEATURES|mdtO|multidrug|mdtO	312	406	477	576
deeparg@@@YP_410370|FEATURES|mdtN|multidrug|mdtN	1398	1833	2423	3638
deeparg@@@YP_416126|FEATURES|bacA|bacitracin|bacA	1857	2400	3106	4632
deeparg@@@YP_440294|FEATURES|mexE|multidrug|mexE	964	1230	1539	2062
deeparg@@@YP_442964|FEATURES|oprA|multidrug|oprA	519	675	817	1069
deeparg@@@YP_454364|FEATURES|acrB|multidrug|acrB	99	124	146	169
deeparg@@@YP_473355|FEATURES|lnuA|MLS|lnuA	3081	3912	5047	7870
deeparg@@@YP_489794.1|FEATURES|marA|multidrug|marA	3373	4303	5589	8664
deeparg@@@YP_490321.1|FEATURES|baeR|multidrug|baeR	2548	3274	4308	6790
deeparg@@@YP_490697.1|FEATURES|acrD|aminoglycoside|acrD	154	201	238	287
deeparg@@@YP_499945.1|FEATURES|arlS|multidrug|arlS	799	1029	1285	1729
deeparg@@@YP_523088|FEATURES|bacA|bacitracin|bacA	2073	2681	3488	5484
deeparg@@@YP_536864|FEATURES|qacA|multidrug|qacA	573	736	889	1163
deeparg@@@YP_543187|FEATURES|emrD|multidrug|emrD	1060	1375	1761	2439
deeparg@@@YP_550152|FEATURES|bacA|bacitracin|bacA	2076	2684	3491	5487
deeparg@@@YP_560128|FEATURES|bacA|bacitracin|bacA	2058	2665	3465	5457
deeparg@@@YP_561834|FEATURES|class_B|beta-lactam|class_B	2224	2878	3810	6063
deeparg@@@YP_581244|FEATURES|bacA|bacitracin|bacA	2029	2625	3414	5374
deeparg@@@YP_584847|FEATURES|bacA|bacitracin|bacA	1832	2371	3062	4509
deeparg@@@YP_594556|FEATURES|tetW|tetracycline|tetW	376	497	606	814
deeparg@@@YP_600745|FEATURES|tetM|tetracycline|tetM	370	489	590	820
deeparg@@@YP_606823|FEATURES|mexW|multidrug|mexW	179	239	282	348
deeparg@@@YP_607927|FEATURES|mexF|multidrug|mexF	86	109	127	144
deeparg@@@YP_608499|FEATURES|bacA|bacitracin|bacA	2089	2707	3527	5547
deeparg@@@YP_608682|FEATURES|mexD|multidrug|mexD	142	187	223	263
deeparg@@@YP_622885|FEATURES|opcM|multidrug|opcM	567	729	879	1152
deeparg@@@YP_637442|FEATURES|aac(2')-I|aminoglycoside|aac(2')-I	2783	3570	4654	7253
deeparg@@@YP_668451|FEATURES|acrB|multidrug|acrB	91	115	137	158
deeparg@@@YP_668774|FEATURES|mdfA|multidrug|mdfA	690	896	1425	1899
deeparg@@@YP_670193|FEATURES|arnA|polymyxin|arnA	333	431	505	620
deeparg@@@YP_671782|FEATURES|mdtL|multidrug|mdtL	1107	1438	1841	2566
deeparg@@@YP_672169|FEATURES|mdtO|multidrug|mdtO	312	406	477	579
deeparg@@@YP_672170|FEATURES|mdtN|multidrug|mdtN	1398	1833	2423	3638
deeparg@@@YP_672241|FEATURES|class_C|beta-lactam|class_C	895	1145	1427	1902
deeparg@@@YP_688009|FEATURES|acrB|multidrug|acrB	91	115	137	158
deeparg@@@YP_688010|FEATURES|acrA|multidrug|acrA	965	1231	1538	2036
deeparg@@@YP_688360|FEATURES|mdfA|multidrug|mdfA	690	896	1425	1899
deeparg@@@YP_689681|FEATURES|bicyclomycin-multidrug_efflux_protein_bcr|multidrug|bicyclomycin-multidrug_efflux_protein_bcr	1059	1374	1760	2437
deeparg@@@YP_691296|FEATURES|mdtF|multidrug|mdtF	152	199	236	285
deeparg@@@YP_691420|FEATURES|mdtN|multidrug|mdtN	1398	1833	2423	3785
deeparg@@@YP_691421|FEATURES|mdtO|multidrug|mdtO	312	406	477	585
deeparg@@@YP_695835|FEATURES|bacA|bacitracin|bacA	1649	2142	2801	4129
deeparg@@@YP_698526|FEATURES|bacA|bacitracin|bacA	1649	2142	2801	4131
deeparg@@@YP_724476.1|FEATURES|msrE|MLS|msrE	637	830	1040	1399
deeparg@@@YP_746446|FEATURES|bacA|bacitracin|bacA	2168	2814	3724	5934
deeparg@@@YP_758631|FEATURES|lnuA|MLS|lnuA	3081	3902	5035	7867
deeparg@@@YP_773413|FEATURES|amrB|multidrug|amrB	129	167	201	234
deeparg@@@YP_776581|FEATURES|opcM|multidrug|opcM	567	729	896	1175
deeparg@@@YP_776583|FEATURES|mexE|multidrug|mexE	977	1273	1616	2127
deeparg@@@YP_788911|FEATURES|opmD|multidrug|opmD	650	849	1069	1458
deeparg@@@YP_788913|FEATURES|mexH|multidrug|mexH	1257	1666	2206	3424
deeparg@@@YP_789012|FEATURES|class_C|beta-lactam|class_C	991	1275	1622	2314
deeparg@@@YP_790742|FEATURES|oprN|multidrug|oprN	709	921	1154	1566
deeparg@@@YP_791220|FEATURES|mexX|multidrug|mexX	1061	1376	1762	2442
deeparg@@@YP_791221|FEATURES|mexY|multidrug|mexY	126	172	205	239
deeparg@@@YP_791281|FEATURES|bacA|bacitracin|bacA	2068	2676	3482	5477
deeparg@@@YP_792720|FEATURES|mexW|multidrug|mexW	174	229	271	335
deeparg@@@YP_793056|FEATURES|oprJ|multidrug|oprJ	676	879	1106	1503
deeparg@@@YP_793057|FEATURES|mexD|multidrug|mexD	128	166	220	260
deeparg@@@YP_808159|FEATURES|major_facilitator_superfamily_transporter|multidrug|major_facilitator_superfamily_transporter	1159	1506	1937	2733
deeparg@@@YP_852164|FEATURES|mdtH|multidrug|mdtH	940	1196	1492	1979
deeparg@@@YP_855286|FEATURES|metallo-beta-lactamase|beta-lactam|metallo-beta-lactamase	2413	3114	4104	6504
deeparg@@@YP_857635|FEATURES|class_C|beta-lactam|class_C	886	1133	1411	1884
deeparg@@@YP_859120|FEATURES|mdtF|multidrug|mdtF	152	199	236	285
deeparg@@@YP_859822|FEATURES|class_C|beta-lactam|class_C	895	1145	1427	1901
deeparg@@@YP_878662|FEATURES|bacA|bacitracin|bacA	1933	2520	3281	5132
deeparg@@@YP_894098|FEATURES|bacA|bacitracin|bacA	2092	2710	3530	5550
deeparg@@@YP_905232|FEATURES|aac(2')-I|aminoglycoside|aac(2')-I	2950	3757	4874	7650
deeparg@@@YP_932216|FEATURES|bacA|bacitracin|bacA	2150	2779	3641	5788
deeparg@@@YP_966872|FEATURES|bacA|bacitracin|bacA	2291	2966	3917	6214
deeparg@@@YP_970399|FEATURES|bacA|bacitracin|bacA	2138	2767	3625	5771
deeparg@@@YP_981592|FEATURES|bacA|bacitracin|bacA	2070	2678	3484	5479
deeparg@@@YP_985461|FEATURES|bacA|bacitracin|bacA	2147	2776	3637	5784
deeparg@@@YP_992987|FEATURES|amrB|multidrug|amrB	135	176	210	248
deeparg@@@YP_992988|FEATURES|mexX|multidrug|mexX	1026	1328	1702	2284
deeparg@@@YP_997055|FEATURES|bacA|bacitracin|bacA	2145	2774	3632	5780
deeparg@@@Z12001.1.gene1.p1|FEATURES|chloramphenicol_exporter|phenicol|chloramphenicol_exporter	1100	1429	1830	2544
deeparg@@@Z21523.gene.p01|FEATURES|tetQ|tetracycline|tetQ	320	415	486	663
